sex,age,height,weight,team,year,season,sport,medaled
1,28,180,68,Kazakhstan,2016,Summer,Tennis,FALSE
0,24,175,65,Ukraine,2016,Summer,Sailing,FALSE
0,30,197,136,Ukraine,2016,Summer,Weightlifting,FALSE
1,17,164,57,China,2016,Summer,Diving,TRUE
0,18,185,70,Botswana,2016,Summer,Athletics,FALSE
0,18,185,70,Botswana,2016,Summer,Athletics,FALSE
0,30,164,60,Monaco,2016,Summer,Judo,FALSE
1,23,183,69,Ukraine,2016,Summer,Archery,FALSE
1,23,183,69,Ukraine,2016,Summer,Archery,FALSE
1,28,172,65,Italy,2016,Summer,Sailing,FALSE
1,26,158,51,India,2016,Summer,Shooting,FALSE
1,26,158,51,India,2016,Summer,Shooting,FALSE
0,37,180,87,Hungary,2016,Summer,Shooting,FALSE
0,37,180,87,Hungary,2016,Summer,Shooting,FALSE
0,37,180,87,Hungary,2016,Summer,Shooting,FALSE
1,21,175,76,Morocco,2016,Summer,Athletics,FALSE
0,25,177,119,Burkina Faso,2016,Summer,Judo,FALSE
0,19,187,77,Lithuania,2016,Summer,Swimming,FALSE
0,25,180,72,Austria,2016,Summer,Rowing,FALSE
0,23,177,70,Austria,2016,Summer,Rowing,FALSE
1,26,180,68,Israel,2016,Summer,Swimming,FALSE
0,29,197,100,Netherlands,2016,Summer,Rowing,TRUE
1,28,168,62,Germany,2016,Summer,Tennis,FALSE
1,28,168,62,Germany,2016,Summer,Tennis,FALSE
1,23,172,66,Switzerland,2016,Summer,Sailing,FALSE
0,25,175,62,Ukraine,2016,Summer,Gymnastics,FALSE
0,25,175,62,Ukraine,2016,Summer,Gymnastics,FALSE
0,25,175,62,Ukraine,2016,Summer,Gymnastics,FALSE
1,23,162,57,Cuba,2016,Summer,Cycling,FALSE
1,30,177,55,Canada,2016,Summer,Athletics,FALSE
0,30,181,84,Great Britain,2016,Summer,Sailing,FALSE
0,27,180,80,Spain,2016,Summer,Rowing,FALSE
0,25,175,68,American Samoa,2016,Summer,Athletics,FALSE
0,25,185,77,Serbia,2016,Summer,Swimming,FALSE
0,28,174,73,Brazil,2016,Summer,Judo,FALSE
0,25,181,60,Brazil,2016,Summer,Athletics,FALSE
0,28,170,80,Brazil,2016,Summer,Rugby Sevens,FALSE
0,30,178,78,Uruguay,2016,Summer,Athletics,FALSE
1,37,163,54,Brazil,2016,Summer,Cycling,FALSE
0,30,186,87,Portugal,2016,Summer,Canoeing,FALSE
0,30,186,87,Portugal,2016,Summer,Canoeing,FALSE
0,25,175,78,Brazil,2016,Summer,Canoeing,TRUE
0,29,176,73,Portugal,2016,Summer,Canoeing,FALSE
0,20,180,81,Cuba,2016,Summer,Judo,FALSE
0,27,171,60,Portugal,2016,Summer,Triathlon,FALSE
1,33,167,57,Brazil,2016,Summer,Wrestling,FALSE
1,31,169,30,Brazil,2016,Summer,Volleyball,FALSE
1,26,173,63,Brazil,2016,Summer,Judo,FALSE
1,24,169,57,Brazil,2016,Summer,Judo,TRUE
0,24,190,78,Brazil,2016,Summer,Athletics,FALSE
0,23,170,70,Portugal,2016,Summer,Football,FALSE
0,32,160,77,Brazil,2016,Summer,Weightlifting,FALSE
1,30,159,55,Mexico,2016,Summer,Table Tennis,FALSE
1,29,161,61,Cuba,2016,Summer,Athletics,FALSE
1,28,178,66,South Korea,2016,Summer,Handball,FALSE
0,23,172,70,South Korea,2016,Summer,Football,FALSE
0,19,181,70,Malaysia,2016,Summer,Swimming,FALSE
0,19,181,70,Malaysia,2016,Summer,Swimming,FALSE
0,19,181,70,Malaysia,2016,Summer,Swimming,FALSE
1,21,174,69,Russia,2016,Summer,Water Polo,TRUE
0,29,178,64,Belarus,2016,Summer,Athletics,FALSE
0,28,180,82,France,2016,Summer,Canoeing,FALSE
0,22,176,74,South Africa,2016,Summer,Athletics,FALSE
0,24,NA,55,Tanzania,2016,Summer,Athletics,FALSE
1,22,166,62,Brazil,2016,Summer,Fencing,FALSE
1,22,166,62,Brazil,2016,Summer,Fencing,FALSE
0,18,155,78,Marshall Islands,2016,Summer,Athletics,FALSE
0,21,179,77,Argentina,2016,Summer,Football,FALSE
1,26,178,58,Croatia,2016,Summer,Athletics,FALSE
1,36,169,58,Slovenia,2016,Summer,Triathlon,FALSE
1,27,172,67,Canada,2016,Summer,Cycling,TRUE
1,27,183,82,United States,2016,Summer,Rowing,TRUE
1,22,157,49,Jamaica,2016,Summer,Athletics,FALSE
0,25,183,66,United States,2016,Summer,Athletics,FALSE
1,27,158,NA,South Africa,2016,Summer,Golf,FALSE
0,27,191,93,Hungary,2016,Summer,Rowing,FALSE
0,31,183,69,France,2016,Summer,Tennis,FALSE
0,31,197,100,Croatia,2016,Summer,Basketball,FALSE
1,25,164,62,Australia,2016,Summer,Football,FALSE
1,20,175,70,Great Britain,2016,Summer,Canoeing,FALSE
0,26,184,93,Brazil,2016,Summer,Swimming,FALSE
0,32,192,98,France,2016,Summer,Water Polo,FALSE
1,19,165,51,Canada,2016,Summer,Synchronized Swimming,FALSE
0,24,185,90,Argentina,2016,Summer,Handball,FALSE
0,30,189,93,Argentina,2016,Summer,Handball,FALSE
1,21,164,64,Serbia,2016,Summer,Swimming,FALSE
1,21,164,64,Serbia,2016,Summer,Swimming,FALSE
0,30,203,96,Serbia,2016,Summer,Basketball,TRUE
1,29,168,56,South Korea,2016,Summer,Fencing,FALSE
1,29,168,56,South Korea,2016,Summer,Fencing,FALSE
0,18,170,77,Nigeria,2016,Summer,Football,TRUE
0,30,192,96,Great Britain,2016,Summer,Rowing,FALSE
1,33,176,75,Canada,2016,Summer,Football,TRUE
1,36,170,58,Jamaica,2016,Summer,Athletics,FALSE
0,27,174,88,Romania,2016,Summer,Weightlifting,FALSE
1,21,179,65,India,2016,Summer,Badminton,TRUE
0,24,186,74,Czech Republic,2016,Summer,Canoeing,FALSE
1,25,167,49,Brazil,2016,Summer,Taekwondo,FALSE
0,21,178,70,India,2016,Summer,Hockey,FALSE
0,28,185,88,Fiji,2016,Summer,Football,FALSE
0,24,180,90,India,2016,Summer,Judo,FALSE
0,27,172,68,India,2016,Summer,Shooting,FALSE
0,27,172,68,India,2016,Summer,Shooting,FALSE
1,13,155,45,Nepal,2016,Summer,Swimming,FALSE
0,31,172,60,India,2016,Summer,Athletics,FALSE
0,28,176,81,India,2016,Summer,Shooting,FALSE
0,28,176,81,India,2016,Summer,Shooting,FALSE
0,25,183,98,India,2016,Summer,Wrestling,FALSE
0,20,177,70,India,2016,Summer,Hockey,FALSE
0,23,170,63,India,2016,Summer,Hockey,FALSE
0,25,174,65,India,2016,Summer,Athletics,FALSE
0,24,172,69,India,2016,Summer,Hockey,FALSE
0,23,179,70,India,2016,Summer,Hockey,FALSE
0,25,193,93,India,2016,Summer,Hockey,FALSE
0,30,176,80,India,2016,Summer,Hockey,FALSE
1,30,158,45,India,2016,Summer,Athletics,FALSE
0,29,172,58,India,2016,Summer,Athletics,FALSE
0,39,192,90,India,2016,Summer,Shooting,FALSE
1,31,160,58,Azerbaijan,2016,Summer,Wrestling,TRUE
0,26,188,95,Croatia,2016,Summer,Rowing,TRUE
0,28,187,93,Croatia,2016,Summer,Rowing,TRUE
1,23,175,69,Italy,2016,Summer,Sailing,FALSE
0,35,169,67,Algeria,2016,Summer,Fencing,FALSE
0,29,186,80,Netherlands,2016,Summer,Athletics,FALSE
0,31,170,62,Russia,2016,Summer,Cycling,FALSE
0,19,NA,NA,Solomon Islands,2016,Summer,Athletics,FALSE
0,29,175,69,Turkey,2016,Summer,Boxing,FALSE
0,27,170,60,Turkey,2016,Summer,Boxing,FALSE
0,23,190,90,Brazil,2016,Summer,Taekwondo,TRUE
1,26,152,58,Thailand,2016,Summer,Weightlifting,TRUE
0,24,190,95,Latvia,2016,Summer,Athletics,FALSE
0,24,182,69,Spain,2016,Summer,Boxing,FALSE
0,28,175,62,New Zealand,2016,Summer,Triathlon,FALSE
0,20,NA,NA,Laos,2016,Summer,Judo,FALSE
0,38,184,68,Ukraine,2016,Summer,Athletics,FALSE
0,24,175,77,India,2016,Summer,Weightlifting,FALSE
0,33,184,70,Belarus,2016,Summer,Cycling,FALSE
0,33,184,70,Belarus,2016,Summer,Cycling,FALSE
0,27,164,66,Azerbaijan,2016,Summer,Judo,FALSE
0,29,192,85,Sweden,2016,Summer,Swimming,FALSE
0,29,192,85,Sweden,2016,Summer,Swimming,FALSE
1,22,182,76,Sweden,2016,Summer,Swimming,FALSE
1,22,182,76,Sweden,2016,Summer,Swimming,TRUE
1,22,182,76,Sweden,2016,Summer,Swimming,TRUE
1,22,182,76,Sweden,2016,Summer,Swimming,FALSE
1,22,182,76,Sweden,2016,Summer,Swimming,FALSE
1,22,182,76,Sweden,2016,Summer,Swimming,TRUE
1,22,182,76,Sweden,2016,Summer,Swimming,FALSE
0,23,180,79,Denmark,2016,Summer,Swimming,FALSE
1,22,181,NA,Norway,2016,Summer,Taekwondo,FALSE
0,21,201,114,Norway,2016,Summer,Athletics,FALSE
0,33,189,80,Slovakia,2016,Summer,Canoeing,TRUE
0,34,182,78,Slovakia,2016,Summer,Canoeing,TRUE
1,40,165,57,Greece,2016,Summer,Sailing,FALSE
0,30,179,68,Czech Republic,2016,Summer,Cycling,FALSE
1,30,175,NA,Norway,2016,Summer,Golf,FALSE
0,23,186,125,Greece,2016,Summer,Athletics,FALSE
0,58,175,76,Great Britain,2016,Summer,Equestrianism,TRUE
0,58,175,76,Great Britain,2016,Summer,Equestrianism,FALSE
1,24,183,101,Azerbaijan,2016,Summer,Athletics,FALSE
0,23,187,93,Great Britain,2016,Summer,Cycling,TRUE
0,23,187,93,Great Britain,2016,Summer,Cycling,FALSE
0,23,187,93,Great Britain,2016,Summer,Cycling,TRUE
1,26,172,80,Australia,2016,Summer,Shooting,TRUE
0,24,168,61,Norway,2016,Summer,Gymnastics,FALSE
0,24,168,61,Norway,2016,Summer,Gymnastics,FALSE
0,24,168,61,Norway,2016,Summer,Gymnastics,FALSE
0,24,168,61,Norway,2016,Summer,Gymnastics,FALSE
0,24,168,61,Norway,2016,Summer,Gymnastics,FALSE
0,24,168,61,Norway,2016,Summer,Gymnastics,FALSE
0,39,188,90,Slovenia,2016,Summer,Handball,FALSE
0,29,188,95,Slovenia,2016,Summer,Handball,FALSE
1,26,180,74,Sweden,2016,Summer,Athletics,FALSE
0,19,177,67,Uzbekistan,2016,Summer,Shooting,FALSE
0,20,183,78,Denmark,2016,Summer,Football,FALSE
1,33,177,70,France,2016,Summer,Basketball,FALSE
1,28,162,52,Belarus,2016,Summer,Judo,FALSE
1,27,166,53,Poland,2016,Summer,Sailing,FALSE
0,25,180,70,Latvia,2016,Summer,Cycling,FALSE
0,24,183,83,Cuba,2016,Summer,Athletics,FALSE
0,24,183,83,Cuba,2016,Summer,Athletics,FALSE
1,23,173,68,Australia,2016,Summer,Hockey,FALSE
0,24,197,100,Croatia,2016,Summer,Handball,FALSE
0,20,196,92,Serbia,2016,Summer,Rowing,FALSE
0,22,175,76,Great Britain,2016,Summer,Hockey,FALSE
1,25,191,76,Netherlands,2016,Summer,Volleyball,FALSE
1,29,171,57,Denmark,2016,Summer,Athletics,TRUE
1,28,181,69,Czech Republic,2016,Summer,Beach Volleyball,FALSE
0,30,170,57,Azerbaijan,2016,Summer,Boxing,FALSE
0,23,169,66,Kazakhstan,2016,Summer,Judo,FALSE
0,30,178,64,Cameroon,2016,Summer,Boxing,FALSE
0,19,174,63,Morocco,2016,Summer,Athletics,FALSE
0,23,195,86,Albania,2016,Summer,Athletics,FALSE
1,27,165,55,South Africa,2016,Summer,Football,FALSE
0,29,190,89,Latvia,2016,Summer,Beach Volleyball,FALSE
0,25,178,75,Canada,2016,Summer,Canoeing,FALSE
1,26,172,69,Netherlands,2016,Summer,Handball,FALSE
0,29,178,72,Ukraine,2016,Summer,Athletics,FALSE
0,23,167,60,Kazakhstan,2016,Summer,Judo,TRUE
1,23,168,55,Australia,2016,Summer,Diving,TRUE
0,28,180,75,Jamaica,2016,Summer,Athletics,FALSE
1,21,165,55,Australia,2016,Summer,Sailing,FALSE
0,21,206,90,United States,2016,Summer,Swimming,TRUE
0,25,190,83,Australia,2016,Summer,Swimming,FALSE
0,31,201,86,United States,2016,Summer,Volleyball,TRUE
0,24,192,82,Puerto Rico,2016,Summer,Athletics,FALSE
1,24,159,55,Australia,2016,Summer,Hockey,FALSE
0,33,194,105,United States,2016,Summer,Water Polo,FALSE
0,26,192,72,South Africa,2016,Summer,Rowing,FALSE
0,24,195,93,South Africa,2016,Summer,Rowing,FALSE
1,21,163,58,New Zealand,2016,Summer,Hockey,FALSE
1,22,150,57,Canada,2016,Summer,Swimming,FALSE
1,22,150,57,Canada,2016,Summer,Swimming,FALSE
0,23,180,90,South Africa,2016,Summer,Rugby Sevens,TRUE
1,24,170,NA,Great Britain,2016,Summer,Badminton,FALSE
1,21,178,67,United States,2016,Summer,Swimming,TRUE
1,21,178,67,United States,2016,Summer,Swimming,FALSE
1,21,178,67,United States,2016,Summer,Swimming,TRUE
0,27,184,76,Great Britain,2016,Summer,Gymnastics,FALSE
0,27,184,76,Great Britain,2016,Summer,Gymnastics,TRUE
0,29,183,127,United States,2016,Summer,Wrestling,FALSE
0,27,173,70,Brazil,2016,Summer,Hockey,FALSE
0,21,188,NA,Bahamas,2016,Summer,Athletics,FALSE
0,31,183,74,Bermuda,2016,Summer,Athletics,FALSE
1,32,182,72,Canada,2016,Summer,Basketball,FALSE
0,36,183,75,Netherlands,2016,Summer,Equestrianism,FALSE
0,36,183,75,Netherlands,2016,Summer,Equestrianism,FALSE
0,22,181,70,United States,2016,Summer,Canoeing,FALSE
1,21,188,72,United States,2016,Summer,Swimming,FALSE
1,21,188,72,United States,2016,Summer,Swimming,TRUE
1,36,163,55,Kazakhstan,2016,Summer,Athletics,FALSE
1,22,170,73,Netherlands,2016,Summer,Cycling,FALSE
0,31,180,77,Canada,2016,Summer,Hockey,FALSE
1,23,157,60,Great Britain,2016,Summer,Judo,FALSE
1,26,178,75,Netherlands,2016,Summer,Handball,FALSE
0,25,174,64,New Zealand,2016,Summer,Sailing,FALSE
1,28,163,50,United States,2016,Summer,Rowing,TRUE
0,20,180,102,United States,2016,Summer,Wrestling,TRUE
0,29,178,83,New Zealand,2016,Summer,Swimming,FALSE
0,29,178,83,New Zealand,2016,Summer,Swimming,FALSE
0,29,188,95,South Africa,2016,Summer,Rugby Sevens,TRUE
0,31,177,65,South Africa,2016,Summer,Athletics,FALSE
1,30,188,78,Belarus,2016,Summer,Basketball,FALSE
0,24,168,59,Romania,2016,Summer,Athletics,FALSE
0,32,194,92,Brazil,2016,Summer,Handball,FALSE
0,29,165,58,Timor Leste,2016,Summer,Athletics,FALSE
0,34,180,77,Brazil,2016,Summer,Tennis,FALSE
1,20,176,52,Brazil,2016,Summer,Athletics,FALSE
0,25,191,86,Poland,2016,Summer,Athletics,FALSE
0,17,188,66,Barbados,2016,Summer,Swimming,FALSE
0,29,168,66,Uzbekistan,2016,Summer,Judo,TRUE
1,23,178,87,Belarus,2016,Summer,Athletics,FALSE
1,27,180,75,Russia,2016,Summer,Water Polo,TRUE
1,28,157,42,Belgium,2016,Summer,Athletics,FALSE
1,34,174,66,Poland,2016,Summer,Fencing,FALSE
1,34,174,66,Poland,2016,Summer,Fencing,FALSE
0,23,191,84,United States,2016,Summer,Tennis,FALSE
0,23,191,84,United States,2016,Summer,Tennis,TRUE
0,23,191,84,United States,2016,Summer,Tennis,TRUE
0,36,185,96,Finland,2016,Summer,Athletics,FALSE
0,33,189,94,Japan,2016,Summer,Rugby Sevens,FALSE
0,26,190,120,Brazil,2016,Summer,Wrestling,FALSE
1,21,159,63,Pakistan,2016,Summer,Shooting,FALSE
1,26,163,78,North Korea,2016,Summer,Judo,FALSE
0,24,178,75,Ecuador,2016,Summer,Rowing,FALSE
0,22,183,78,Spain,2016,Summer,Swimming,FALSE
0,30,194,95,Brazil,2016,Summer,Beach Volleyball,FALSE
1,26,178,70,Norway,2016,Summer,Handball,TRUE
0,25,200,94,Argentina,2016,Summer,Volleyball,FALSE
0,31,184,70,France,2016,Summer,Rowing,TRUE
1,26,168,69,Colombia,2016,Summer,Weightlifting,FALSE
0,31,168,59,Bolivia,2016,Summer,Cycling,FALSE
1,22,168,67,Germany,2016,Summer,Table Tennis,FALSE
1,22,168,67,Germany,2016,Summer,Table Tennis,TRUE
1,35,175,69,United States,2016,Summer,Football,FALSE
0,30,165,73,Trinidad and Tobago,2016,Summer,Athletics,FALSE
0,23,179,81,Ukraine,2016,Summer,Boxing,FALSE
1,24,167,56,Ukraine,2016,Summer,Cycling,FALSE
1,24,167,56,Ukraine,2016,Summer,Cycling,FALSE
1,25,179,64,Netherlands,2016,Summer,Hockey,TRUE
0,36,188,85,Hungary,2016,Summer,Fencing,TRUE
0,24,195,92,Hungary,2016,Summer,Canoeing,FALSE
0,24,183,67,South Korea,2016,Summer,Football,FALSE
0,22,177,70,South Korea,2016,Summer,Cycling,FALSE
0,22,181,62,South Korea,2016,Summer,Athletics,FALSE
0,28,176,70,South Korea,2016,Summer,Badminton,FALSE
1,22,165,45,South Korea,2016,Summer,Rhythmic Gymnastics,FALSE
1,23,173,112,South Korea,2016,Summer,Weightlifting,FALSE
1,25,178,83,China,2016,Summer,Water Polo,FALSE
1,31,167,67,South Korea,2016,Summer,Handball,FALSE
1,30,174,69,China,2016,Summer,Hockey,FALSE
1,20,168,60,Mozambique,2016,Summer,Swimming,FALSE
0,32,192,110,France,2016,Summer,Handball,TRUE
0,29,170,68,Dominican Republic,2016,Summer,Athletics,FALSE
0,30,178,62,Trinidad and Tobago,2016,Summer,Athletics,FALSE
0,30,178,62,Trinidad and Tobago,2016,Summer,Athletics,FALSE
0,30,178,62,Trinidad and Tobago,2016,Summer,Athletics,FALSE
1,20,183,69,Cambodia,2016,Summer,Taekwondo,FALSE
0,37,196,100,Brazil,2016,Summer,Water Polo,FALSE
1,32,178,67,Ukraine,2016,Summer,Table Tennis,FALSE
1,26,170,67,Mongolia,2016,Summer,Wrestling,FALSE
1,28,177,72,Argentina,2016,Summer,Volleyball,FALSE
1,25,166,53,Italy,2016,Summer,Modern Pentathlon,FALSE
0,29,178,76,Ireland,2016,Summer,Hockey,FALSE
0,22,172,66,Argentina,2016,Summer,Football,FALSE
0,29,175,68,Argentina,2016,Summer,Cycling,FALSE
0,22,170,62,Colombia,2016,Summer,Athletics,FALSE
1,25,169,55,Venezuela,2016,Summer,Athletics,FALSE
0,16,183,88,Chile,2016,Summer,Archery,FALSE
0,31,185,64,Azerbaijan,2016,Summer,Boxing,TRUE
0,36,186,73,Italy,2016,Summer,Volleyball,TRUE
0,23,190,55,Djibouti,2016,Summer,Athletics,FALSE
0,23,190,55,Djibouti,2016,Summer,Athletics,FALSE
0,30,167,64,Iran,2016,Summer,Wrestling,FALSE
0,27,185,73,Portugal,2016,Summer,Tennis,FALSE
0,27,185,73,Portugal,2016,Summer,Tennis,FALSE
1,32,172,49,Brazil,2016,Summer,Athletics,FALSE
0,23,194,98,Tunisia,2016,Summer,Handball,FALSE
0,25,187,84,Brazil,2016,Summer,Canoeing,FALSE
1,23,188,82,Australia,2016,Summer,Water Polo,FALSE
1,29,185,77,Netherlands,2016,Summer,Rowing,FALSE
0,20,199,75,Brazil,2016,Summer,Volleyball,TRUE
0,29,189,89,Brazil,2016,Summer,Athletics,FALSE
0,27,209,93,Brazil,2016,Summer,Volleyball,TRUE
1,33,163,58,Peru,2016,Summer,Wrestling,FALSE
1,16,165,65,Guinea,2016,Summer,Swimming,FALSE
0,27,180,78,Russia,2016,Summer,Badminton,FALSE
0,28,NA,NA,Russia,2016,Summer,Sailing,FALSE
0,35,195,95,Denmark,2016,Summer,Handball,TRUE
0,31,184,65,Denmark,2016,Summer,Cycling,FALSE
0,26,164,80,Moldova,2016,Summer,Weightlifting,FALSE
1,30,164,55,Italy,2016,Summer,Athletics,FALSE
1,26,176,65,Serbia,2016,Summer,Athletics,TRUE
1,22,178,68,Ukraine,2016,Summer,Modern Pentathlon,FALSE
0,27,174,81,South Africa,2016,Summer,Rugby Sevens,TRUE
1,25,173,59,Germany,2016,Summer,Athletics,FALSE
1,25,173,59,Germany,2016,Summer,Athletics,FALSE
1,23,178,59,United States,2016,Summer,Athletics,TRUE
1,32,179,48,Saint Lucia,2016,Summer,Athletics,FALSE
0,32,175,105,Germany,2016,Summer,Weightlifting,FALSE
0,30,177,68,Slovenia,2016,Summer,Cycling,FALSE
1,21,168,53,Czech Republic,2016,Summer,Golf,FALSE
1,26,178,68,Brazil,2016,Summer,Athletics,FALSE
1,18,156,45,Russia,2016,Summer,Gymnastics,TRUE
1,18,156,45,Russia,2016,Summer,Gymnastics,FALSE
1,18,156,45,Russia,2016,Summer,Gymnastics,FALSE
1,18,156,45,Russia,2016,Summer,Gymnastics,FALSE
1,34,166,54,Switzerland,2016,Summer,Triathlon,TRUE
0,34,176,68,Poland,2016,Summer,Equestrianism,FALSE
1,44,167,60,Germany,2016,Summer,Cycling,FALSE
1,35,182,80,Czech Republic,2016,Summer,Athletics,TRUE
1,28,161,55,Australia,2016,Summer,Cycling,FALSE
0,31,184,70,Austria,2016,Summer,Triathlon,FALSE
1,25,174,69,Poland,2016,Summer,Rowing,TRUE
1,20,173,61,Germany,2016,Summer,Hockey,TRUE
1,29,172,62,Switzerland,2016,Summer,Athletics,FALSE
1,29,168,54,Switzerland,2016,Summer,Equestrianism,FALSE
1,29,168,54,Switzerland,2016,Summer,Equestrianism,FALSE
1,26,183,69,Switzerland,2016,Summer,Athletics,FALSE
0,35,171,59,Thailand,2016,Summer,Athletics,FALSE
1,21,155,58,Thailand,2016,Summer,Weightlifting,TRUE
0,23,200,82,Hungary,2016,Summer,Athletics,FALSE
0,27,180,97,Azerbaijan,2016,Summer,Wrestling,TRUE
0,27,192,130,Azerbaijan,2016,Summer,Wrestling,TRUE
1,28,171,55,Mauritius,2016,Summer,Triathlon,FALSE
1,18,165,50,Trinidad and Tobago,2016,Summer,Athletics,FALSE
0,34,180,85,Australia,2016,Summer,Athletics,FALSE
0,23,180,91,Mauritius,2016,Summer,Boxing,FALSE
0,27,174,74,Germany,2016,Summer,Wrestling,FALSE
0,24,183,78,Luxembourg,2016,Summer,Swimming,FALSE
0,24,183,78,Luxembourg,2016,Summer,Swimming,FALSE
0,24,183,78,Luxembourg,2016,Summer,Swimming,FALSE
1,21,165,55,Australia,2016,Summer,Synchronized Swimming,FALSE
1,21,165,55,Australia,2016,Summer,Synchronized Swimming,FALSE
1,25,165,69,Ukraine,2016,Summer,Wrestling,FALSE
1,28,157,48,Azerbaijan,2016,Summer,Wrestling,TRUE
1,20,165,53,Canada,2016,Summer,Athletics,FALSE
0,23,200,155,Sweden,2016,Summer,Athletics,FALSE
1,30,176,79,Germany,2016,Summer,Athletics,FALSE
0,24,192,95,Switzerland,2016,Summer,Rowing,FALSE
0,28,184,82,Sweden,2016,Summer,Sailing,FALSE
1,29,174,75,Georgia,2016,Summer,Judo,FALSE
1,32,184,68,Netherlands,2016,Summer,Volleyball,FALSE
0,25,190,125,Czech Republic,2016,Summer,Athletics,FALSE
1,27,170,55,Great Britain,2016,Summer,Triathlon,FALSE
0,21,173,69,Lithuania,2016,Summer,Boxing,FALSE
1,40,168,47,Ukraine,2016,Summer,Athletics,FALSE
1,21,195,73,Serbia,2016,Summer,Basketball,TRUE
0,24,198,82,New Zealand,2016,Summer,Swimming,FALSE
0,24,198,82,New Zealand,2016,Summer,Swimming,FALSE
0,29,191,80,Great Britain,2016,Summer,Cycling,FALSE
0,33,173,82,Australia,2016,Summer,Rugby Sevens,FALSE
1,31,181,72,Great Britain,2016,Summer,Rowing,TRUE
0,33,198,93,Australia,2016,Summer,Water Polo,FALSE
1,22,173,51,Belarus,2016,Summer,Rhythmic Gymnastics,FALSE
1,21,168,68,Germany,2016,Summer,Hockey,TRUE
0,22,188,71,Australia,2016,Summer,Athletics,FALSE
0,27,172,78,Croatia,2016,Summer,Wrestling,FALSE
1,35,169,61,Poland,2016,Summer,Shooting,FALSE
1,35,169,61,Poland,2016,Summer,Shooting,FALSE
1,28,176,74,Serbia,2016,Summer,Canoeing,FALSE
1,28,176,74,Serbia,2016,Summer,Canoeing,FALSE
1,33,162,50,Belarus,2016,Summer,Athletics,FALSE
0,22,188,83,Belarus,2016,Summer,Swimming,FALSE
0,29,186,80,Poland,2016,Summer,Modern Pentathlon,FALSE
0,35,182,70,France,2016,Summer,Equestrianism,FALSE
0,35,182,70,France,2016,Summer,Equestrianism,TRUE
1,18,167,48,Germany,2016,Summer,Rhythmic Gymnastics,FALSE
1,29,158,64,Canada,2016,Summer,Rugby Sevens,TRUE
1,28,175,80,Canada,2016,Summer,Athletics,FALSE
1,16,178,61,Netherlands,2016,Summer,Swimming,FALSE
1,16,178,61,Netherlands,2016,Summer,Swimming,FALSE
1,16,178,61,Netherlands,2016,Summer,Swimming,FALSE
1,31,189,75,Netherlands,2016,Summer,Volleyball,FALSE
0,32,201,94,Netherlands,2016,Summer,Rowing,FALSE
1,38,170,58,Romania,2016,Summer,Athletics,FALSE
0,30,170,66,Serbia,2016,Summer,Wrestling,TRUE
1,26,173,59,Greece,2016,Summer,Athletics,TRUE
0,32,190,91,Italy,2016,Summer,Rowing,FALSE
0,31,180,74,Serbia,2016,Summer,Shooting,FALSE
0,34,189,78,Switzerland,2016,Summer,Fencing,FALSE
0,34,189,78,Switzerland,2016,Summer,Fencing,FALSE
1,23,173,74,United States,2016,Summer,Water Polo,TRUE
0,35,170,65,Germany,2016,Summer,Table Tennis,TRUE
0,20,161,59,Brazil,2016,Summer,Hockey,FALSE
1,33,172,58,Austria,2016,Summer,Swimming,FALSE
1,22,160,56,Switzerland,2016,Summer,Gymnastics,FALSE
1,22,160,56,Switzerland,2016,Summer,Gymnastics,FALSE
1,22,160,56,Switzerland,2016,Summer,Gymnastics,TRUE
1,22,160,56,Switzerland,2016,Summer,Gymnastics,FALSE
1,22,160,56,Switzerland,2016,Summer,Gymnastics,FALSE
1,30,174,69,Germany,2016,Summer,Sailing,FALSE
1,34,160,47,Canada,2016,Summer,Athletics,FALSE
0,28,195,93,Sweden,2016,Summer,Handball,FALSE
0,24,200,103,Sweden,2016,Summer,Handball,FALSE
1,22,178,69,Sweden,2016,Summer,Canoeing,FALSE
0,40,188,86,Sweden,2016,Summer,Golf,TRUE
0,25,203,98,Croatia,2016,Summer,Handball,FALSE
0,37,186,79,Czech Republic,2016,Summer,Tennis,TRUE
0,37,186,79,Czech Republic,2016,Summer,Tennis,FALSE
1,26,174,62,Ukraine,2016,Summer,Swimming,FALSE
1,26,174,62,Ukraine,2016,Summer,Swimming,FALSE
1,26,176,63,Russia,2016,Summer,Archery,FALSE
1,26,176,63,Russia,2016,Summer,Archery,TRUE
1,22,183,81,Russia,2016,Summer,Canoeing,FALSE
1,24,174,66,Australia,2016,Summer,Rowing,FALSE
1,20,168,66,United States,2016,Summer,Rugby Sevens,FALSE
1,23,173,65,United States,2016,Summer,Tennis,FALSE
0,22,160,55,Azerbaijan,2016,Summer,Gymnastics,FALSE
0,22,160,55,Azerbaijan,2016,Summer,Gymnastics,FALSE
0,22,160,55,Azerbaijan,2016,Summer,Gymnastics,FALSE
0,22,160,55,Azerbaijan,2016,Summer,Gymnastics,FALSE
0,22,160,55,Azerbaijan,2016,Summer,Gymnastics,FALSE
0,22,160,55,Azerbaijan,2016,Summer,Gymnastics,FALSE
0,35,183,85,Czech Republic,2016,Summer,Canoeing,FALSE
0,35,183,85,Czech Republic,2016,Summer,Canoeing,TRUE
0,34,193,105,Croatia,2016,Summer,Handball,FALSE
1,24,192,72,Serbia,2016,Summer,Volleyball,TRUE
1,21,175,65,United States,2016,Summer,Athletics,FALSE
