sex,age,height,weight,team,year,season,sport,medaled
1,29,175,69,France,2016,Summer,Football,FALSE
0,28,169,65,France,2016,Summer,Rugby Sevens,FALSE
0,28,187,68,Central African Republic,2016,Summer,Taekwondo,FALSE
1,26,159,45,Morocco,2016,Summer,Athletics,FALSE
0,29,183,91,Algeria,2016,Summer,Boxing,FALSE
0,35,177,95,France,2016,Summer,Weightlifting,FALSE
0,24,189,75,Algeria,2016,Summer,Football,FALSE
0,22,173,54,Morocco,2016,Summer,Athletics,FALSE
0,28,170,73,Algeria,2016,Summer,Sailing,FALSE
0,34,180,70,France,2016,Summer,Golf,FALSE
0,24,184,69,France,2016,Summer,Swimming,FALSE
0,19,164,50,Algeria,2016,Summer,Gymnastics,FALSE
0,19,164,50,Algeria,2016,Summer,Gymnastics,FALSE
0,19,164,50,Algeria,2016,Summer,Gymnastics,FALSE
0,19,164,50,Algeria,2016,Summer,Gymnastics,FALSE
0,19,164,50,Algeria,2016,Summer,Gymnastics,FALSE
0,19,164,50,Algeria,2016,Summer,Gymnastics,FALSE
0,21,178,73,Senegal,2016,Summer,Canoeing,FALSE
0,28,188,88,Algeria,2016,Summer,Athletics,FALSE
0,35,188,86,France,2016,Summer,Swimming,FALSE
0,27,173,63,France,2016,Summer,Sailing,FALSE
1,31,184,72,Netherlands,2016,Summer,Rowing,TRUE
1,28,177,68,Netherlands,2016,Summer,Sailing,TRUE
0,33,185,100,Algeria,2016,Summer,Judo,FALSE
0,35,168,75,Senegal,2016,Summer,Fencing,FALSE
0,33,196,74,Trinidad and Tobago,2016,Summer,Swimming,FALSE
0,21,175,65,Australia,2016,Summer,Cycling,FALSE
0,21,175,65,Australia,2016,Summer,Cycling,FALSE
0,22,196,102,United States,2016,Summer,Water Polo,FALSE
1,22,172,56,New Zealand,2016,Summer,Football,FALSE
1,25,175,58,United States,2016,Summer,Athletics,TRUE
1,25,175,58,United States,2016,Summer,Athletics,TRUE
1,25,175,58,United States,2016,Summer,Athletics,TRUE
0,28,191,89,Australia,2016,Summer,Canoeing,FALSE
1,24,170,68,Canada,2016,Summer,Sailing,FALSE
0,29,183,76,Ireland,2016,Summer,Athletics,FALSE
1,32,171,59,Australia,2016,Summer,Athletics,FALSE
1,26,178,71,Canada,2016,Summer,Sailing,FALSE
1,16,162,52,France,2016,Summer,Gymnastics,FALSE
1,16,162,52,France,2016,Summer,Gymnastics,FALSE
1,16,162,52,France,2016,Summer,Gymnastics,FALSE
1,28,183,67,New Zealand,2016,Summer,Swimming,FALSE
1,28,183,67,New Zealand,2016,Summer,Swimming,FALSE
0,51,176,95,Peru,2016,Summer,Shooting,FALSE
0,27,201,107,Bulgaria,2016,Summer,Rowing,FALSE
0,25,173,72,Slovenia,2016,Summer,Canoeing,FALSE
1,29,170,58,Italy,2016,Summer,Synchronized Swimming,FALSE
0,21,184,78,Denmark,2016,Summer,Football,FALSE
0,29,200,100,Netherlands,2016,Summer,Rowing,FALSE
0,23,156,56,Spain,2016,Summer,Weightlifting,FALSE
0,22,175,78,United States,2016,Summer,Athletics,FALSE
0,24,180,58,Portugal,2016,Summer,Taekwondo,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,23,169,64,Switzerland,2016,Summer,Gymnastics,FALSE
0,25,179,69,Italy,2016,Summer,Cycling,FALSE
0,21,187,91,New Zealand,2016,Summer,Rowing,FALSE
1,28,196,82,Serbia,2016,Summer,Volleyball,TRUE
0,26,168,64,Guatemala,2016,Summer,Athletics,FALSE
1,31,172,68,Angola,2016,Summer,Handball,FALSE
1,20,169,53,Guatemala,2016,Summer,Modern Pentathlon,FALSE
0,29,187,82,Austria,2016,Summer,Swimming,FALSE
1,32,178,70,Germany,2016,Summer,Swimming,FALSE
0,20,183,83,Germany,2016,Summer,Football,TRUE
0,33,174,58,Canada,2016,Summer,Athletics,FALSE
1,26,170,68,Argentina,2016,Summer,Sailing,FALSE
1,31,175,64,Romania,2016,Summer,Fencing,FALSE
1,31,175,64,Romania,2016,Summer,Fencing,TRUE
0,28,173,63,Switzerland,2016,Summer,Sailing,FALSE
1,26,171,65,Canada,2016,Summer,Triathlon,FALSE
0,26,202,104,Germany,2016,Summer,Rowing,FALSE
0,23,186,83,Netherlands,2016,Summer,Athletics,FALSE
0,28,199,88,Venezuela,2016,Summer,Athletics,FALSE
0,28,199,88,Venezuela,2016,Summer,Athletics,FALSE
1,29,160,49,Ecuador,2016,Summer,Triathlon,FALSE
1,27,173,68,Spain,2016,Summer,Rugby Sevens,FALSE
1,26,164,58,Great Britain,2016,Summer,Hockey,TRUE
0,22,183,75,Brazil,2016,Summer,Athletics,TRUE
1,26,171,70,New Zealand,2016,Summer,Rugby Sevens,TRUE
0,41,177,71,Italy,2016,Summer,Equestrianism,FALSE
0,41,177,71,Italy,2016,Summer,Equestrianism,FALSE
0,22,155,56,Nauru,2016,Summer,Weightlifting,FALSE
1,25,174,65,Australia,2016,Summer,Athletics,FALSE
0,23,195,92,South Africa,2016,Summer,Rowing,FALSE
0,26,191,125,Germany,2016,Summer,Judo,FALSE
0,31,182,NA,Norway,2016,Summer,Shooting,FALSE
0,31,182,NA,Norway,2016,Summer,Shooting,FALSE
0,23,184,70,Germany,2016,Summer,Athletics,FALSE
0,28,192,92,Germany,2016,Summer,Canoeing,TRUE
0,28,192,92,Germany,2016,Summer,Canoeing,TRUE
0,30,175,70,Costa Rica,2016,Summer,Athletics,FALSE
0,30,175,70,Costa Rica,2016,Summer,Athletics,FALSE
1,28,168,63,Germany,2016,Summer,Cycling,FALSE
1,28,168,63,Germany,2016,Summer,Cycling,FALSE
1,22,158,52,Poland,2016,Summer,Shooting,FALSE
1,22,158,52,Poland,2016,Summer,Shooting,FALSE
0,23,176,82,Germany,2016,Summer,Cycling,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
0,26,167,60,Germany,2016,Summer,Gymnastics,FALSE
1,21,162,52,France,2016,Summer,Gymnastics,FALSE
1,21,162,52,France,2016,Summer,Gymnastics,FALSE
1,21,162,52,France,2016,Summer,Gymnastics,FALSE
1,21,162,52,France,2016,Summer,Gymnastics,FALSE
1,21,162,52,France,2016,Summer,Gymnastics,FALSE
1,33,163,62,Ireland,2016,Summer,Sailing,FALSE
0,25,180,97,Montenegro,2016,Summer,Water Polo,FALSE
0,31,194,92,Montenegro,2016,Summer,Water Polo,FALSE
1,23,170,58,United States,2016,Summer,Football,FALSE
0,22,186,90,Chile,2016,Summer,Judo,FALSE
0,33,200,97,New Zealand,2016,Summer,Rowing,FALSE
0,28,172,71,Belgium,2016,Summer,Hockey,TRUE
1,42,169,55,France,2016,Summer,Equestrianism,FALSE
1,42,169,55,France,2016,Summer,Equestrianism,FALSE
0,30,178,83,Canada,2016,Summer,Fencing,FALSE
1,35,171,63,Germany,2016,Summer,Shooting,FALSE
1,32,169,52,Venezuela,2016,Summer,Archery,FALSE
0,24,183,72,South Africa,2016,Summer,Athletics,FALSE
0,25,187,94,South Africa,2016,Summer,Rowing,TRUE
1,31,159,46,Ireland,2016,Summer,Athletics,FALSE
1,40,158,55,France,2016,Summer,Shooting,FALSE
1,20,177,64,Denmark,2016,Summer,Swimming,FALSE
1,25,184,73,Netherlands,2016,Summer,Handball,FALSE
1,36,168,59,United States,2016,Summer,Equestrianism,FALSE
1,36,168,59,United States,2016,Summer,Equestrianism,TRUE
0,23,194,88,Denmark,2016,Summer,Football,FALSE
1,31,172,65,Canada,2016,Summer,Beach Volleyball,FALSE
0,30,180,50,Ireland,2016,Summer,Equestrianism,FALSE
0,28,180,100,Germany,2016,Summer,Shooting,FALSE
0,28,180,100,Germany,2016,Summer,Shooting,FALSE
0,25,201,93,Australia,2016,Summer,Basketball,FALSE
1,26,171,62,Netherlands,2016,Summer,Athletics,FALSE
0,28,183,76,Great Britain,2016,Summer,Hockey,FALSE
0,37,181,73,Guatemala,2016,Summer,Shooting,FALSE
0,36,181,80,Guatemala,2016,Summer,Shooting,FALSE
0,21,175,70,United States,2016,Summer,Athletics,FALSE
0,21,175,70,United States,2016,Summer,Athletics,FALSE
0,23,194,87,Denmark,2016,Summer,Swimming,FALSE
1,33,160,54,Italy,2016,Summer,Cycling,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
0,29,173,75,United States,2016,Summer,Gymnastics,FALSE
1,29,168,54,Germany,2016,Summer,Equestrianism,TRUE
1,29,168,54,Germany,2016,Summer,Equestrianism,TRUE
1,62,157,48,New Zealand,2016,Summer,Equestrianism,FALSE
1,20,174,70,New Zealand,2016,Summer,Rugby Sevens,TRUE
0,26,198,88,Netherlands,2016,Summer,Beach Volleyball,TRUE
0,24,198,79,Canada,2016,Summer,Athletics,FALSE
0,24,198,79,Canada,2016,Summer,Athletics,FALSE
0,24,198,79,Canada,2016,Summer,Athletics,TRUE
1,20,176,71,Great Britain,2016,Summer,Rugby Sevens,FALSE
1,26,165,57,Canada,2016,Summer,Athletics,FALSE
1,26,165,57,Canada,2016,Summer,Athletics,FALSE
0,37,178,75,Bahamas,2016,Summer,Athletics,FALSE
0,37,178,75,Bahamas,2016,Summer,Athletics,TRUE
0,24,183,91,United States,2016,Summer,Judo,FALSE
0,24,188,80,South Africa,2016,Summer,Swimming,FALSE
0,24,188,80,South Africa,2016,Summer,Swimming,FALSE
0,24,188,80,South Africa,2016,Summer,Swimming,FALSE
0,24,188,80,South Africa,2016,Summer,Swimming,FALSE
0,31,196,78,Germany,2016,Summer,Tennis,FALSE
0,24,182,85,Bahrain,2016,Summer,Athletics,FALSE
0,29,182,92,South Africa,2016,Summer,Rugby Sevens,TRUE
1,29,167,61,Canada,2016,Summer,Cycling,TRUE
1,21,178,75,United States,2016,Summer,Archery,FALSE
0,24,170,61,United States,2016,Summer,Shooting,FALSE
0,24,170,61,United States,2016,Summer,Shooting,FALSE
0,28,184,70,Great Britain,2016,Summer,Triathlon,TRUE
0,26,181,70,Great Britain,2016,Summer,Triathlon,TRUE
0,25,196,109,Croatia,2016,Summer,Handball,FALSE
0,25,183,69,Canada,2016,Summer,Athletics,FALSE
1,30,174,69,Switzerland,2016,Summer,Sailing,FALSE
1,23,183,69,Germany,2016,Summer,Swimming,FALSE
1,23,183,69,Germany,2016,Summer,Swimming,FALSE
1,23,183,69,Germany,2016,Summer,Swimming,FALSE
0,23,179,72,South Africa,2016,Summer,Athletics,FALSE
1,20,167,58,Nigeria,2016,Summer,Athletics,FALSE
0,28,175,70,Norway,2016,Summer,Rowing,TRUE
1,30,178,65,Brazil,2016,Summer,Football,FALSE
1,20,165,55,France,2016,Summer,Fencing,FALSE
1,20,165,55,France,2016,Summer,Fencing,FALSE
0,30,179,79,Argentina,2016,Summer,Hockey,TRUE
1,25,170,59,Italy,2016,Summer,Swimming,TRUE
0,30,190,76,Brazil,2016,Summer,Volleyball,TRUE
0,23,185,66,Argentina,2016,Summer,Athletics,FALSE
1,23,160,54,Brazil,2016,Summer,Synchronized Swimming,FALSE
0,27,187,85,Argentina,2016,Summer,Volleyball,FALSE
0,23,200,84,Argentina,2016,Summer,Basketball,FALSE
0,30,169,76,Argentina,2016,Summer,Rugby Sevens,FALSE
0,18,192,82,Russia,2016,Summer,Swimming,FALSE
0,27,189,NA,Norway,2016,Summer,Shooting,FALSE
0,27,189,NA,Norway,2016,Summer,Shooting,FALSE
0,27,189,NA,Norway,2016,Summer,Shooting,FALSE
0,29,184,79,Russia,2016,Summer,Triathlon,FALSE
1,26,173,63,Ukraine,2016,Summer,Athletics,FALSE
1,26,173,63,Ukraine,2016,Summer,Athletics,FALSE
0,32,194,98,Poland,2016,Summer,Rowing,FALSE
0,20,185,79,Netherlands,2016,Summer,Swimming,FALSE
0,20,185,79,Netherlands,2016,Summer,Swimming,FALSE
1,27,173,62,Poland,2016,Summer,Beach Volleyball,FALSE
0,31,174,67,Poland,2016,Summer,Athletics,FALSE
1,20,171,56,Fiji,2016,Summer,Swimming,FALSE
0,23,181,82,Thailand,2016,Summer,Sailing,FALSE
0,23,172,97,Guinea Bissau,2016,Summer,Wrestling,FALSE
0,23,185,81,Great Britain,2016,Summer,Boxing,TRUE
0,29,178,65,Denmark,2016,Summer,Athletics,FALSE
0,26,197,78,Slovakia,2016,Summer,Athletics,FALSE
0,41,169,70,Belarus,2016,Summer,Shooting,FALSE
0,41,169,70,Belarus,2016,Summer,Shooting,FALSE
1,23,178,70,Romania,2016,Summer,Handball,FALSE
1,25,165,68,Australia,2016,Summer,Cycling,FALSE
1,20,170,65,Canada,2016,Summer,Football,TRUE
1,28,170,63,New Zealand,2016,Summer,Cycling,FALSE
1,25,167,57,Switzerland,2016,Summer,Athletics,FALSE
0,32,183,72,Germany,2016,Summer,Shooting,FALSE
1,32,162,54,Switzerland,2016,Summer,Athletics,FALSE
0,23,188,90,Netherlands,2016,Summer,Cycling,TRUE
0,23,188,90,Netherlands,2016,Summer,Cycling,FALSE
0,23,181,61,Germany,2016,Summer,Cycling,FALSE
0,27,188,82,United States,2016,Summer,Sailing,FALSE
1,24,177,75,Australia,2016,Summer,Water Polo,FALSE
1,27,168,50,Australia,2016,Summer,Athletics,FALSE
1,42,174,66,Brazil,2016,Summer,Shooting,FALSE
1,42,174,66,Brazil,2016,Summer,Shooting,FALSE
1,14,166,63,Laos,2016,Summer,Swimming,FALSE
0,31,180,75,Ukraine,2016,Summer,Athletics,FALSE
1,23,180,NA,Norway,2016,Summer,Sailing,FALSE
0,22,182,64,Mexico,2016,Summer,Football,FALSE
0,26,187,85,Germany,2016,Summer,Sailing,FALSE
1,24,167,56,Denmark,2016,Summer,Sailing,FALSE
0,33,176,77,Switzerland,2016,Summer,Sailing,FALSE
0,29,189,78,Germany,2016,Summer,Athletics,FALSE
1,27,155,49,Germany,2016,Summer,Gymnastics,FALSE
1,27,155,49,Germany,2016,Summer,Gymnastics,FALSE
1,27,155,49,Germany,2016,Summer,Gymnastics,FALSE
1,24,191,73,Netherlands,2016,Summer,Volleyball,FALSE
1,28,172,56,Romania,2016,Summer,Athletics,FALSE
1,29,172,82,Hungary,2016,Summer,Water Polo,FALSE
1,29,160,51,Canada,2016,Summer,Boxing,FALSE
1,28,170,70,Refugee Olympic Athletes,2016,Summer,Judo,FALSE
0,22,195,90,Croatia,2016,Summer,Water Polo,TRUE
1,29,174,75,Russia,2016,Summer,Wrestling,TRUE
0,19,191,138,Poland,2016,Summer,Athletics,FALSE
1,29,175,67,Montenegro,2016,Summer,Handball,FALSE
1,31,186,71,Montenegro,2016,Summer,Handball,FALSE
1,22,167,58,Brazil,2016,Summer,Fencing,FALSE
1,20,173,65,Australia,2016,Summer,Canoeing,FALSE
1,24,172,65,France,2016,Summer,Handball,TRUE
0,23,179,77,New Zealand,2016,Summer,Cycling,FALSE
0,30,189,81,Belgium,2016,Summer,Athletics,FALSE
1,25,185,72,Sweden,2016,Summer,Handball,FALSE
1,21,175,63,Great Britain,2016,Summer,Athletics,FALSE
0,23,161,69,Thailand,2016,Summer,Weightlifting,FALSE
1,24,165,61,Thailand,2016,Summer,Badminton,FALSE
0,34,192,98,Poland,2016,Summer,Rowing,FALSE
0,28,180,92,Great Britain,2016,Summer,Rugby Sevens,TRUE
1,31,153,50,Puerto Rico,2016,Summer,Weightlifting,FALSE
1,28,196,90,Ukraine,2016,Summer,Rowing,FALSE
0,35,205,115,Croatia,2016,Summer,Water Polo,TRUE
1,30,160,43,Ethiopia,2016,Summer,Athletics,FALSE
0,28,183,78,Great Britain,2016,Summer,Cycling,TRUE
0,25,186,82,New Zealand,2016,Summer,Sailing,TRUE
0,24,180,83,Brazil,2016,Summer,Athletics,FALSE
0,23,185,72,Great Britain,2016,Summer,Swimming,FALSE
1,23,182,71,Australia,2016,Summer,Canoeing,FALSE
0,29,165,68,Canada,2016,Summer,Trampolining,FALSE
0,28,171,79,United States,2016,Summer,Wrestling,FALSE
0,34,180,70,Australia,2016,Summer,Equestrianism,FALSE
0,34,180,70,Australia,2016,Summer,Equestrianism,TRUE
1,27,194,76,Australia,2016,Summer,Basketball,FALSE
0,26,180,81,Australia,2016,Summer,Sailing,TRUE
0,28,203,93,Belarus,2016,Summer,Tennis,FALSE
1,22,187,74,Serbia,2016,Summer,Volleyball,TRUE
0,30,200,115,Croatia,2016,Summer,Water Polo,TRUE
1,27,192,68,Argentina,2016,Summer,Volleyball,FALSE
1,30,163,56,France,2016,Summer,Football,FALSE
0,21,188,90,France,2016,Summer,Swimming,FALSE
0,25,182,64,Spain,2016,Summer,Athletics,FALSE
0,29,195,92,Poland,2016,Summer,Volleyball,FALSE
0,24,175,64,Great Britain,2016,Summer,Athletics,FALSE
0,31,166,52,Thailand,2016,Summer,Boxing,FALSE
1,28,185,78,Germany,2016,Summer,Beach Volleyball,FALSE
0,32,206,100,Italy,2016,Summer,Volleyball,TRUE
0,20,188,84,Cayman Islands,2016,Summer,Swimming,FALSE
0,26,201,99,United States,2016,Summer,Basketball,TRUE
1,21,172,60,Cayman Islands,2016,Summer,Swimming,FALSE
0,25,180,75,Ukraine,2016,Summer,Athletics,FALSE
0,25,170,56,Ukraine,2016,Summer,Boxing,FALSE
0,29,186,83,Germany,2016,Summer,Hockey,TRUE
1,30,175,65,Serbia,2016,Summer,Basketball,TRUE
0,31,191,80,Belarus,2016,Summer,Fencing,FALSE
1,27,187,75,Belgium,2016,Summer,Swimming,FALSE
1,26,172,58,Turkey,2016,Summer,Tennis,FALSE
0,24,183,100,Brazil,2016,Summer,Judo,FALSE
1,29,170,48,Poland,2016,Summer,Athletics,FALSE
0,29,174,69,Mongolia,2016,Summer,Boxing,FALSE
0,32,175,59,South Korea,2016,Summer,Athletics,FALSE
1,27,175,75,Panama,2016,Summer,Boxing,FALSE
0,24,188,72,Norway,2016,Summer,Cycling,FALSE
0,35,NA,NA,Rwanda,2016,Summer,Cycling,FALSE
0,30,185,82,Colombia,2016,Summer,Tennis,FALSE
1,26,175,70,Cuba,2016,Summer,Athletics,TRUE
1,32,163,48,Portugal,2016,Summer,Athletics,FALSE
1,30,175,62,Spain,2016,Summer,Handball,FALSE
0,26,178,68,United States,2016,Summer,Athletics,FALSE
1,31,165,NA,Timor Leste,2016,Summer,Cycling,FALSE
0,23,190,84,Canada,2016,Summer,Athletics,FALSE
0,24,194,105,Mexico,2016,Summer,Rowing,FALSE
1,23,175,66,Barbados,2016,Summer,Swimming,FALSE
0,32,187,83,Spain,2016,Summer,Golf,FALSE
0,24,168,75,Argentina,2016,Summer,Canoeing,FALSE
1,26,171,63,Czech Republic,2016,Summer,Athletics,FALSE
0,20,181,78,Barbados,2016,Summer,Athletics,FALSE
0,29,185,78,France,2016,Summer,Fencing,FALSE
0,29,185,78,France,2016,Summer,Fencing,TRUE
0,27,175,54,Belgium,2016,Summer,Athletics,FALSE
0,18,185,85,Belgium,2016,Summer,Swimming,FALSE
1,27,190,76,Turkey,2016,Summer,Basketball,FALSE
1,31,160,54,Italy,2016,Summer,Diving,TRUE
1,31,160,54,Italy,2016,Summer,Diving,TRUE
0,25,175,55,China,2016,Summer,Athletics,TRUE
0,18,174,75,Colombia,2016,Summer,Weightlifting,FALSE
1,38,171,81,Italy,2016,Summer,Shooting,TRUE
1,35,NA,NA,Samoa,2016,Summer,Canoeing,FALSE
1,35,NA,NA,Samoa,2016,Summer,Canoeing,FALSE
1,23,182,60,Turkey,2016,Summer,Basketball,FALSE
0,29,168,60,Argentina,2016,Summer,Sailing,FALSE
0,20,182,74,Brazil,2016,Summer,Table Tennis,FALSE
0,20,182,74,Brazil,2016,Summer,Table Tennis,FALSE
0,34,191,90,Spain,2016,Summer,Basketball,TRUE
1,25,173,61,Canada,2016,Summer,Swimming,TRUE
0,26,170,69,Albania,2016,Summer,Weightlifting,FALSE
1,41,162,54,Ecuador,2016,Summer,Athletics,FALSE
1,24,175,59,Italy,2016,Summer,Synchronized Swimming,FALSE
0,32,189,86,Trinidad and Tobago,2016,Summer,Athletics,FALSE
0,22,179,75,Argentina,2016,Summer,Football,FALSE
0,30,183,77,Argentina,2016,Summer,Hockey,TRUE
1,19,176,66,Romania,2016,Summer,Fencing,FALSE
1,25,176,57,Spain,2016,Summer,Taekwondo,TRUE
0,22,160,54,Colombia,2016,Summer,Gymnastics,FALSE
0,22,160,54,Colombia,2016,Summer,Gymnastics,FALSE
0,22,160,54,Colombia,2016,Summer,Gymnastics,FALSE
0,22,160,54,Colombia,2016,Summer,Gymnastics,FALSE
0,22,160,54,Colombia,2016,Summer,Gymnastics,FALSE
0,22,160,54,Colombia,2016,Summer,Gymnastics,FALSE
1,24,166,64,Spain,2016,Summer,Cycling,FALSE
1,24,166,64,Spain,2016,Summer,Cycling,FALSE
1,24,166,64,Spain,2016,Summer,Cycling,FALSE
0,27,196,84,Germany,2016,Summer,Athletics,FALSE
0,22,163,69,Guinea,2016,Summer,Swimming,FALSE
0,29,193,100,France,2016,Summer,Water Polo,FALSE
0,17,177,75,Brazil,2016,Summer,Fencing,FALSE
1,24,203,98,Australia,2016,Summer,Basketball,FALSE
0,20,180,70,Italy,2016,Summer,Sailing,FALSE
0,23,179,74,Japan,2016,Summer,Athletics,FALSE
0,23,179,74,Japan,2016,Summer,Athletics,TRUE
0,34,180,90,Brazil,2016,Summer,Judo,FALSE
1,23,168,73,Dominican Republic,2016,Summer,Archery,FALSE
0,25,181,85,Argentina,2016,Summer,Basketball,FALSE
0,33,191,96,Great Britain,2016,Summer,Rowing,FALSE
1,35,171,90,United States,2016,Summer,Athletics,FALSE
0,24,178,70,United States,2016,Summer,Rowing,FALSE
1,22,179,58,Australia,2016,Summer,Swimming,FALSE
1,22,179,58,Australia,2016,Summer,Swimming,FALSE
1,22,179,58,Australia,2016,Summer,Swimming,TRUE
1,24,186,67,Australia,2016,Summer,Swimming,FALSE
1,24,186,67,Australia,2016,Summer,Swimming,FALSE
1,24,186,67,Australia,2016,Summer,Swimming,TRUE
1,24,186,67,Australia,2016,Summer,Swimming,TRUE
0,25,168,57,Jamaica,2016,Summer,Athletics,FALSE
0,28,193,99,Australia,2016,Summer,Water Polo,FALSE
1,22,167,54,Jamaica,2016,Summer,Athletics,FALSE
1,34,168,58,Jamaica,2016,Summer,Athletics,FALSE
1,34,168,58,Jamaica,2016,Summer,Athletics,TRUE
1,21,173,70,Argentina,2016,Summer,Handball,FALSE
0,28,183,63,France,2016,Summer,Athletics,FALSE
0,23,192,90,Ecuador,2016,Summer,Cycling,FALSE
0,24,184,77,Cuba,2016,Summer,Table Tennis,FALSE
0,20,166,61,Peru,2016,Summer,Athletics,FALSE
1,26,165,64,Brazil,2016,Summer,Rugby Sevens,FALSE
1,25,158,48,Argentina,2016,Summer,Hockey,FALSE
0,28,177,80,Italy,2016,Summer,Shooting,TRUE
0,28,177,80,Italy,2016,Summer,Shooting,TRUE
0,28,177,80,Italy,2016,Summer,Shooting,FALSE
1,29,173,56,Mexico,2016,Summer,Cycling,FALSE
1,19,166,49,Turkey,2016,Summer,Athletics,FALSE
1,19,166,49,Turkey,2016,Summer,Athletics,FALSE
0,28,173,72,Venezuela,2016,Summer,Fencing,FALSE
0,35,186,81,Switzerland,2016,Summer,Cycling,FALSE
0,35,186,81,Switzerland,2016,Summer,Cycling,TRUE
1,25,185,74,France,2016,Summer,Fencing,FALSE
1,25,185,74,France,2016,Summer,Fencing,FALSE
0,45,173,82,Canada,2016,Summer,Equestrianism,FALSE
0,45,173,82,Canada,2016,Summer,Equestrianism,FALSE
0,36,170,80,France,2016,Summer,Rugby Sevens,FALSE
0,27,185,88,Brazil,2016,Summer,Handball,FALSE
0,27,176,73,Venezuela,2016,Summer,Cycling,FALSE
0,27,176,73,Venezuela,2016,Summer,Cycling,FALSE
0,27,176,73,Venezuela,2016,Summer,Cycling,FALSE
1,27,162,51,Brazil,2016,Summer,Archery,FALSE
1,27,162,51,Brazil,2016,Summer,Archery,FALSE
1,33,169,63,Brazil,2016,Summer,Water Polo,FALSE
1,25,188,85,Turkey,2016,Summer,Basketball,FALSE
0,28,168,60,Argentina,2016,Summer,Athletics,FALSE
1,28,163,51,Canada,2016,Summer,Cycling,FALSE
1,28,163,51,Canada,2016,Summer,Cycling,FALSE
1,24,175,70,China,2016,Summer,Archery,FALSE
1,24,175,70,China,2016,Summer,Archery,FALSE
0,24,180,77,China,2016,Summer,Athletics,FALSE
0,28,175,75,China,2016,Summer,Shooting,FALSE
0,28,175,75,China,2016,Summer,Shooting,FALSE
0,21,160,42,China,2016,Summer,Diving,TRUE
0,21,160,42,China,2016,Summer,Diving,TRUE
1,20,178,72,China,2016,Summer,Swimming,FALSE
0,34,180,73,China,2016,Summer,Modern Pentathlon,FALSE
0,27,193,96,Italy,2016,Summer,Rowing,FALSE
0,28,166,60,Italy,2016,Summer,Athletics,FALSE
0,28,196,109,Qatar,2016,Summer,Handball,FALSE
0,23,168,49,Italy,2016,Summer,Boxing,FALSE
1,30,161,57,Romania,2016,Summer,Judo,FALSE
0,27,168,79,Romania,2016,Summer,Weightlifting,FALSE
0,35,185,130,Venezuela,2016,Summer,Wrestling,FALSE
0,28,183,84,Italy,2016,Summer,Beach Volleyball,FALSE
1,34,177,62,Italy,2016,Summer,Athletics,FALSE
1,26,174,54,Spain,2016,Summer,Synchronized Swimming,FALSE
1,23,178,116,United States,2016,Summer,Athletics,FALSE
0,25,183,75,Chile,2016,Summer,Rowing,FALSE
0,31,168,57,Portugal,2016,Summer,Cycling,FALSE
1,24,157,47,Portugal,2016,Summer,Athletics,FALSE
0,30,182,79,Ireland,2016,Summer,Hockey,FALSE
1,20,170,61,Italy,2016,Summer,Swimming,FALSE
1,25,175,57,Great Britain,2016,Summer,Swimming,TRUE
1,25,175,57,Great Britain,2016,Summer,Swimming,TRUE
1,26,175,69,Angola,2016,Summer,Handball,FALSE
1,26,168,66,United States,2016,Summer,Rugby Sevens,FALSE
1,29,179,69,Portugal,2016,Summer,Sailing,FALSE
0,20,162,49,Spain,2016,Summer,Boxing,FALSE
1,22,156,58,Brazil,2016,Summer,Cycling,FALSE
1,25,181,73,Great Britain,2016,Summer,Rowing,TRUE
0,26,187,82,Luxembourg,2016,Summer,Swimming,FALSE
0,26,187,82,Luxembourg,2016,Summer,Swimming,FALSE
0,50,175,74,Colombia,2016,Summer,Shooting,FALSE
0,36,190,100,Argentina,2016,Summer,Handball,FALSE
1,16,165,59,Australia,2016,Summer,Football,FALSE
1,26,165,60,Thailand,2016,Summer,Cycling,FALSE
1,29,164,63,Argentina,2016,Summer,Sailing,TRUE
1,31,165,67,Brazil,2016,Summer,Shooting,FALSE
1,23,175,60,Italy,2016,Summer,Swimming,FALSE
1,30,174,85,Argentina,2016,Summer,Handball,FALSE
0,32,184,75,France,2016,Summer,Canoeing,FALSE
0,32,184,75,France,2016,Summer,Canoeing,FALSE
0,34,180,83,Spain,2016,Summer,Hockey,FALSE
