id,female ,day,interested,irritable,distressed,alert,excited,ashamed,upset,inspired,strong,nervous,guilty,determined,scared,attentive,hostile,jittery,enthusiastic,active,proud,afraid
344,1,162,3,2,4,3,1,2,4,1,3,1,1,3,1,3,2,1,3,3,1,1
345,1,163,4,2,2,3,4,1,2,1,3,1,1,3,1,3,1,1,4,2,3,1
346,1,164,4,2,1,4,3,1,1,2,3,1,1,3,1,4,1,1,4,3,4,1
347,1,165,3,3,4,3,1,1,4,1,3,1,1,4,1,3,2,1,1,2,1,1
348,1,166,3,2,1,3,1,1,1,1,2,1,1,1,1,3,1,1,1,2,1,1
349,1,167,4,1,2,3,1,1,1,1,3,1,1,3,1,3,1,1,2,3,1,1
350,1,168,3,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,3,2,1,1
351,1,169,3,1,1,3,2,1,1,1,2,1,1,1,1,3,1,1,2,2,2,1
352,1,170,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1
353,1,171,4,1,2,4,2,1,1,1,2,1,1,2,1,4,1,1,3,2,1,1
354,1,172,3,2,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1
355,1,173,2,1,2,3,1,1,1,1,2,1,1,3,1,3,1,1,1,3,1,1
356,1,174,3,1,1,3,1,1,1,1,2,1,1,1,1,3,1,1,3,2,1,1
357,1,175,3,1,1,3,3,1,1,1,3,1,1,2,1,3,1,1,3,3,1,1
358,1,176,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
359,1,177,2,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1
360,1,178,4,2,2,3,2,1,1,1,2,1,1,2,1,3,1,1,1,2,1,1
361,1,179,4,1,2,4,4,1,1,1,3,1,1,3,1,4,1,1,4,4,4,1
362,1,180,3,1,1,3,3,1,1,1,2,1,1,2,1,4,1,1,4,2,4,1
363,1,181,4,1,1,4,3,1,1,1,2,1,1,2,1,4,1,1,4,3,3,1
364,1,182,4,2,2,4,4,1,2,1,3,1,1,3,1,3,1,1,4,3,3,1
